ckan.odpt.org,0
d75zktlempug6.cloudfront.net,0
data.bodik.jp,0
data.odp.jig.jp,0
linkdata.org,0
mail.digipolice.jp,0
opendata-portal.metro.tokyo.jp,0
opendata.city.minato.tokyo.jp,131032
photo.city.edogawa.tokyo.jp,131237
stopcovid19.metro.tokyo.lg.jp,0
ucopendb.gsi.go.jp,0
www.2020games.metro.tokyo.jp,0
www.bouhan.metro.tokyo.jp,0
www.bousai.metro.tokyo.jp,0
www.bousai.metro.tokyo.lg.jp,0
www.city.akiruno.tokyo.jp,132284
www.city.bunkyo.lg.jp,131059
www.city.chofu.tokyo.jp,132080
www.city.chuo.lg.jp,131024
www.city.fussa.tokyo.jp,132187
www.city.hachioji.tokyo.jp,132012
www.city.inagi.tokyo.jp,132250
www.city.itabashi.tokyo.jp,131199
www.city.kita.tokyo.jp,131172
www.city.kiyose.lg.jp,132217
www.city.koto.lg.jp,131083
www.city.machida.tokyo.jp,132098
www.city.meguro.tokyo.jp,131105
www.city.mitaka.lg.jp,132047
www.city.nerima.tokyo.jp,131202
www.city.nishitokyo.lg.jp,132292
www.city.ome.tokyo.jp,132055
www.city.shibuya.tokyo.jp,131130
www.city.shinagawa.tokyo.jp,131091
www.city.shinjuku.lg.jp,131041
www.city.suginami.tokyo.jp,131156
www.city.sumida.lg.jp,131075
www.city.tachikawa.lg.jp,132021
www.city.taito.lg.jp,131067
www.city.tokyo-nakano.lg.jp,131148
www.daredemo-tokyo.metro.tokyo.lg.jp,0
www.fukushihoken.metro.tokyo.jp,0
www.fukushihoken.metro.tokyo.lg.jp,0
www.geospatial.jp,0
www.hataraku.metro.tokyo.jp,0
www.investtokyo.metro.tokyo.lg.jp,0
www.kaikeikanri.metro.tokyo.jp,0
www.kaikeikanri.metro.tokyo.lg.jp,0
www.kankyo.metro.tokyo.jp,0
www.kankyo.metro.tokyo.lg.jp,0
www.keishicho.metro.tokyo.jp,0
www.kensetsu.metro.tokyo.jp,0
www.kensetsu.metro.tokyo.lg.jp,0
www.koho.metro.tokyo.jp,0
www.kouwan.metro.tokyo.jp,0
www.kyoiku-kensyu.metro.tokyo.jp,0
www.kyoiku.metro.tokyo.jp,0
www.kyoiku.metro.tokyo.lg.jp,0
www.kyoinsenko-metro-tokyo.jp,0
www.machida.city.tokyo.jp,132098
www.mansion-tokyo.jp,0
www.metro.tokyo.jp,0
www.nerima-archives.jp,131202
www.opendata.metro.tokyo.jp,0
www.opendata.metro.tokyo.lg.jp,0
www.saiyou.metro.tokyo.jp,0
www.sangyo-rodo.metro.tokyo.jp,0
www.sangyo-rodo.metro.tokyo.lg.jp,0
www.seikatubunka.metro.tokyo.jp,0
www.seikatubunka.metro.tokyo.lg.jp,0
www.seisakukikaku.metro.tokyo.jp,0
www.seisakukikaku.metro.tokyo.lg.jp,0
www.seisyounen-chian.metro.tokyo.jp,0
www.senkyo.metro.tokyo.jp,0
www.shijou-nippo.metro.tokyo.jp,0
www.shijou.metro.tokyo.jp,0
www.shouhiseikatu.metro.tokyo.jp,0
www.shuyou.metro.tokyo.jp,0
www.soumu.metro.tokyo.jp,0
www.soumu.metro.tokyo.lg.jp,0
www.sports-tokyo.info,0
www.syougai.metro.tokyo.jp,0
www.syougai.metro.tokyo.lg.jp,0
www.tax.metro.tokyo.jp,0
www.tax.metro.tokyo.lg.jp,0
www.tfd.metro.tokyo.jp,0
www.tokyo-eiken.go.jp,0
www.tomin-anzen.metro.tokyo.lg.jp,0
www.toroui.metro.tokyo.jp,0
www.toshiseibi.metro.tokyo.jp,0
www.toshiseibi.metro.tokyo.jpseisaku,0
www.toshiseibi.metro.tokyo.lg.jp,0
www.toukei.metro.tokyo.jg.jp,0
www.toukei.metro.tokyo.jp,0
www.toukei.metro.tokyo.lg.jp,0
www.town.hachijo.tokyo.jp,134015
www.waterworks.metro.tokyo.jp,0
www.zaimu.metro.tokyo.jp,0
www.zaimu.metro.tokyo.lg.jp,0
www2.wagmap.jp,0
www7.kankyo.metro.tokyo.jp,0